,date,incident_id,state,n_killed,n_injured,total
69801,2015-05-12,339729,Missouri,0,4,4
69821,2015-05-13,339875,Louisiana,1,3,4
72927,2015-05-31,350021,Maryland,1,3,4
72832,2015-05-31,350163,Ohio,3,1,4
72680,2015-05-30,349289,California,0,4,4
72509,2015-05-29,349543,South Carolina,0,4,4
72365,2015-05-28,348606,Nebraska,0,4,4
72356,2015-05-28,348673,Pennsylvania,1,3,4
72123,2015-05-26,346725,Louisiana,2,2,4
71697,2015-05-24,346179,Missouri,0,4,4
71685,2015-05-24,345963,Nevada,0,4,4
71587,2015-05-24,346320,Alabama,1,3,4
71436,2015-05-23,346202,California,2,2,4
19303,2014-05-30,140640,Indiana,3,1,4
70963,2015-05-20,344302,Maryland,1,3,4
70787,2015-05-18,343106,Missouri,0,4,4
19391,2014-05-30,141324,Virginia,3,1,4
70364,2015-05-16,341162,New York,0,4,4
69885,2015-05-13,340448,Alaska,4,0,4
64079,2015-04-04,318813,Mississippi,3,1,4
63817,2015-04-03,317165,Florida,0,4,4
55663,2015-01-28,285549,Georgia,1,3,4
58390,2015-02-22,296327,South Carolina,0,4,4
59924,2015-03-07,491864,Missouri,0,4,4
20542,2014-06-07,143979,Michigan,1,3,4
59463,2015-03-03,301026,Nevada,4,0,4
59266,2015-03-01,299893,New Jersey,2,2,4
59203,2015-03-01,300660,Florida,0,4,4
59029,2015-02-28,299190,Maryland,1,3,4
58762,2015-02-25,297681,Texas,3,1,4
58580,2015-02-23,588835,Florida,0,4,4
58182,2015-02-20,295871,California,0,4,4
20080,2014-06-04,142822,Illinois,1,3,4
57861,2015-02-17,295502,Arkansas,1,3,4
20732,2014-06-08,144635,District of Columbia,0,4,4
57394,2015-02-12,292677,South Dakota,2,2,4
57200,2015-02-11,293377,Kentucky,4,0,4
56984,2015-02-09,290626,Florida,3,1,4
20816,2014-06-09,144470,Illinois,3,1,4
56416,2015-02-04,288421,North Carolina,4,0,4
55970,2015-01-31,286810,Georgia,4,0,4
59976,2015-03-07,302368,Tennessee,0,4,4
60088,2015-03-08,302786,South Carolina,1,3,4
20470,2014-06-06,143816,Illinois,0,4,4
60183,2015-03-09,303659,Illinois,1,3,4
63596,2015-04-01,316989,Oklahoma,4,0,4
62581,2015-03-26,313304,Texas,0,4,4
62324,2015-03-24,312119,Indiana,4,0,4
62028,2015-03-22,311535,Alaska,4,0,4
61950,2015-03-21,310573,Florida,0,4,4
61803,2015-03-20,310356,Oklahoma,0,4,4
61667,2015-03-19,309835,Arizona,2,2,4
61532,2015-03-18,308839,New Jersey,1,3,4
61336,2015-03-17,352709,Texas,1,3,4
61122,2015-03-16,307998,North Carolina,0,4,4
61057,2015-03-15,307512,California,0,4,4
61027,2015-03-15,308861,Alabama,3,1,4
60956,2015-03-14,308201,California,0,4,4
60746,2015-03-13,307901,Texas,0,4,4
20413,2014-06-06,143736,South Carolina,0,4,4
60516,2015-03-11,305914,Illinois,0,4,4
60397,2015-03-11,305587,South Carolina,0,4,4
73344,2015-06-03,351936,New York,3,1,4
73652,2015-06-05,352779,Louisiana,1,3,4
74052,2015-06-08,359243,Florida,0,4,4
80414,2015-07-18,377423,Louisiana,2,2,4
81671,2015-07-26,382170,Louisiana,0,4,4
81651,2015-07-25,381433,Virginia,0,4,4
80949,2015-07-21,378452,Florida,1,3,4
80676,2015-07-20,377824,Louisiana,0,4,4
80513,2015-07-19,377189,Virginia,0,4,4
80495,2015-07-19,377181,North Carolina,0,4,4
80442,2015-07-18,378102,California,0,4,4
18238,2014-05-23,138436,Texas,1,3,4
80296,2015-07-17,376203,Ohio,0,4,4
74310,2015-06-09,355267,Missouri,1,3,4
18288,2014-05-23,138370,California,2,2,4
79960,2015-07-15,374965,Michigan,0,4,4
79902,2015-07-15,375322,Maryland,1,3,4
79691,2015-07-14,374292,Missouri,0,4,4
79526,2015-07-13,373993,California,0,4,4
79462,2015-07-12,373063,New Jersey,0,4,4
79410,2015-07-12,373138,Louisiana,3,1,4
78658,2015-07-07,370187,Ohio,1,3,4
82041,2015-07-28,384743,Illinois,2,2,4
18042,2014-05-21,142123,Texas,1,3,4
82278,2015-07-30,384662,Pennsylvania,0,4,4
18032,2014-05-21,137081,Indiana,1,3,4
86150,2015-08-22,399564,New Mexico,3,1,4
85805,2015-08-20,398975,Texas,2,2,4
17638,2014-05-18,136185,Georgia,2,2,4
85244,2015-08-16,395757,Illinois,0,4,4
17699,2014-05-19,136669,Indiana,3,1,4
84983,2015-08-15,395549,South Carolina,1,3,4
84977,2015-08-15,395694,California,0,4,4
84969,2015-08-15,395837,Pennsylvania,1,3,4
84210,2015-08-10,392131,California,0,4,4
84127,2015-08-09,391219,Michigan,1,3,4
84125,2015-08-09,391014,Missouri,0,4,4
84110,2015-08-09,391263,Mississippi,1,3,4
83687,2015-08-07,390050,Vermont,4,0,4
83618,2015-08-06,389057,South Carolina,0,4,4
82915,2015-08-02,401742,Illinois,0,4,4
82813,2015-08-01,386937,Florida,0,4,4
82723,2015-08-01,385525,Wisconsin,0,4,4
78639,2015-07-07,370474,Maryland,3,1,4
18432,2014-05-24,138645,South Carolina,3,1,4
78362,2015-07-05,369120,South Carolina,4,0,4
76370,2015-06-23,363006,Illinois,1,3,4
76100,2015-06-21,366949,Pennsylvania,0,4,4
76085,2015-06-21,362259,Utah,4,0,4
76016,2015-06-20,360895,North Carolina,0,4,4
75875,2015-06-19,361014,Rhode Island,0,4,4
18804,2014-05-26,139689,California,4,0,4
75341,2015-06-16,359215,Florida,0,4,4
75217,2015-06-15,358117,New York,0,4,4
75117,2015-06-14,357667,Oklahoma,0,4,4
75054,2015-06-14,357611,Missouri,0,4,4
75053,2015-06-14,357597,New Jersey,1,3,4
75031,2015-06-14,357999,Texas,0,4,4
74968,2015-06-13,357590,Oklahoma,0,4,4
74858,2015-06-13,357770,Georgia,1,3,4
74810,2015-06-12,357220,Florida,0,4,4
74582,2015-06-11,355883,Texas,1,3,4
74540,2015-06-10,355503,Ohio,1,3,4
74422,2015-06-10,355644,California,1,3,4
76320,2015-06-22,361841,North Carolina,1,3,4
18704,2014-05-26,139335,California,0,4,4
78356,2015-07-05,369196,New Jersey,1,3,4
76397,2015-06-23,363088,Louisiana,3,1,4
18473,2014-05-24,138567,Michigan,0,4,4
78193,2015-07-05,368960,Illinois,0,4,4
78188,2015-07-04,369127,Texas,0,4,4
78107,2015-07-04,369410,Kentucky,0,4,4
78062,2015-07-04,368995,New York,0,4,4
78020,2015-07-04,368867,District of Columbia,1,3,4
77940,2015-07-03,368006,Pennsylvania,2,2,4
77778,2015-07-02,367780,Indiana,1,3,4
18579,2014-05-25,138755,North Carolina,1,3,4
18601,2014-05-25,139281,Ohio,1,3,4
77233,2015-06-29,366046,Florida,0,4,4
77054,2015-06-27,364872,Massachusetts,1,3,4
76979,2015-06-27,364715,Florida,4,0,4
76954,2015-06-27,364705,Connecticut,1,3,4
76931,2015-06-27,364789,Michigan,0,4,4
76883,2015-06-26,364210,Louisiana,0,4,4
76543,2015-06-24,363418,New York,0,4,4
55850,2015-01-30,286706,North Carolina,0,4,4
55399,2015-01-26,285123,California,1,3,4
10758,2014-03-27,120011,California,0,4,4
32146,2014-08-17,175839,Nevada,0,4,4
33540,2014-08-25,181098,Illinois,0,4,4
33374,2014-08-24,180018,Illinois,1,3,4
33267,2014-08-24,180580,Georgia,1,3,4
33005,2014-08-22,179057,South Carolina,1,3,4
23303,2014-06-26,157018,Michigan,2,2,4
32253,2014-08-18,178006,Louisiana,0,4,4
32202,2014-08-18,176571,Rhode Island,1,3,4
32157,2014-08-17,186611,North Carolina,1,3,4
32133,2014-08-17,177770,California,1,3,4
31299,2014-08-13,174544,Tennessee,0,4,4
32056,2014-08-17,175911,New York,0,4,4
32019,2014-08-17,175698,Illinois,0,4,4
32004,2014-08-17,175943,Massachusetts,0,4,4
23346,2014-06-26,151570,Tennessee,2,2,4
31913,2014-08-16,175779,New Jersey,1,3,4
31765,2014-08-15,175217,Tennessee,2,2,4
31611,2014-08-14,175030,Illinois,1,3,4
31532,2014-08-14,174560,Tennessee,1,3,4
33693,2014-08-26,181121,Oklahoma,4,0,4
33740,2014-08-27,181947,Michigan,1,3,4
34058,2014-08-29,182974,Florida,3,1,4
34387,2014-08-31,184564,Alabama,2,2,4
39141,2014-09-28,197416,Pennsylvania,0,4,4
22760,2014-06-22,154136,California,1,3,4
38050,2014-09-21,194127,Pennsylvania,2,2,4
38038,2014-09-21,194945,Ohio,0,4,4
37930,2014-09-20,193960,Mississippi,2,2,4
37715,2014-09-19,193570,New York,0,4,4
36900,2014-09-14,190874,Texas,3,1,4
36844,2014-09-14,191269,Virginia,1,3,4
35830,2014-09-08,188222,South Carolina,2,2,4
35590,2014-09-07,187757,California,0,4,4
35430,2014-09-06,188332,Florida,0,4,4
35109,2014-09-04,187921,Florida,0,4,4
34867,2014-09-03,185440,New York,1,3,4
34705,2014-09-02,185128,Oklahoma,4,0,4
23098,2014-06-24,150610,Texas,0,4,4
34534,2014-09-01,184284,North Carolina,2,2,4
34497,2014-08-31,183390,Illinois,4,0,4
31342,2014-08-13,175767,Louisiana,0,4,4
31232,2014-08-12,173369,New York,1,3,4
54626,2015-01-20,281663,Tennessee,1,3,4
25739,2014-07-11,157580,Illinois,1,3,4
27365,2014-07-21,162008,Tennessee,0,4,4
27218,2014-07-20,161063,Nevada,1,3,4
27210,2014-07-20,160998,Illinois,1,3,4
27082,2014-07-19,160488,Illinois,0,4,4
23906,2014-06-30,153423,Texas,2,2,4
23965,2014-06-30,153275,Kentucky,1,3,4
25988,2014-07-13,159291,District of Columbia,0,4,4
25937,2014-07-12,157642,Ohio,0,4,4
25086,2014-07-07,155523,Kentucky,0,4,4
30965,2014-08-11,172763,Texas,1,3,4
25067,2014-07-07,162305,Kentucky,0,4,4
24956,2014-07-06,162999,Texas,0,4,4
24950,2014-07-06,155755,New York,0,4,4
24913,2014-07-06,156125,Florida,2,2,4
24876,2014-07-06,155412,Missouri,0,4,4
24845,2014-07-06,156008,Louisiana,2,2,4
24793,2014-07-05,154810,Texas,0,4,4
24640,2014-07-05,154762,Michigan,0,4,4
23841,2014-06-29,153648,Missouri,0,4,4
27836,2014-07-23,162687,Pennsylvania,0,4,4
28308,2014-07-26,166970,Arkansas,1,3,4
28491,2014-07-27,165210,Michigan,0,4,4
23480,2014-06-27,157032,Oregon,0,4,4
30667,2014-08-09,172929,Pennsylvania,0,4,4
30585,2014-08-08,173786,District of Columbia,0,4,4
30499,2014-08-08,171823,New Mexico,1,3,4
30494,2014-08-08,171778,Wisconsin,0,4,4
23514,2014-06-27,152722,California,1,3,4
30369,2014-08-07,170949,Kansas,1,3,4
30282,2014-08-06,170009,Illinois,0,4,4
30257,2014-08-06,170704,California,3,1,4
30029,2014-08-05,179365,North Carolina,3,1,4
23591,2014-06-28,153578,New York,0,4,4
29687,2014-08-03,168800,Minnesota,1,3,4
29503,2014-08-02,169239,New Jersey,0,4,4
29488,2014-08-02,168371,Wisconsin,1,3,4
29482,2014-08-02,167872,Texas,3,1,4
29374,2014-08-01,167649,Pennsylvania,1,3,4
28595,2014-07-28,164834,New York,1,3,4
39176,2014-09-28,197318,Indiana,0,4,4
39327,2014-09-29,198527,California,0,4,4
39969,2014-10-03,202070,Mississippi,2,2,4
21558,2014-06-14,146680,Wisconsin,0,4,4
21468,2014-06-13,146062,Tennessee,0,4,4
21472,2014-06-13,147074,North Carolina,1,3,4
50871,2014-12-22,268282,Michigan,1,3,4
50816,2014-12-21,267579,Texas,2,2,4
50810,2014-12-21,266570,Florida,2,2,4
50646,2014-12-20,266407,Illinois,4,0,4
21517,2014-06-14,146272,Illinois,0,4,4
21539,2014-06-14,146267,Illinois,3,1,4
50092,2014-12-16,264901,New Jersey,0,4,4
40009,2014-10-03,213104,Mississippi,2,2,4
50077,2014-12-15,264046,Pennsylvania,1,3,4
50010,2014-12-15,264102,Illinois,0,4,4
49625,2014-12-12,262202,Oregon,0,4,4
21682,2014-06-15,146990,Virginia,4,0,4
48993,2014-12-07,259935,Indiana,0,4,4
48990,2014-12-07,260232,Texas,3,1,4
21700,2014-06-15,146565,Indiana,0,4,4
21742,2014-06-15,146586,Illinois,0,4,4
51078,2014-12-23,267792,Kentucky,1,3,4
51104,2014-12-24,268598,Missouri,1,3,4
51315,2014-12-26,269167,Illinois,1,3,4
51499,2014-12-27,270036,California,0,4,4
53666,2015-01-13,278927,Illinois,2,2,4
53379,2015-01-11,277480,Florida,1,3,4
53370,2015-01-10,276613,Idaho,3,1,4
53361,2015-01-10,276536,Kansas,2,2,4
53213,2015-01-09,275994,Kansas,1,3,4
53187,2015-01-09,276459,California,4,0,4
53136,2015-01-08,275986,Massachusetts,1,3,4
53028,2015-01-07,275064,Tennessee,1,3,4
52869,2015-01-06,274867,Florida,1,3,4
52826,2015-01-06,275007,Georgia,4,0,4
52689,2015-01-04,273397,Texas,3,1,4
21285,2014-06-12,151674,Tennessee,0,4,4
52306,2015-01-01,272531,California,4,0,4
52031,2014-12-31,272104,North Carolina,0,4,4
51820,2014-12-29,271363,Louisiana,0,4,4
51592,2014-12-27,269679,California,1,3,4
21402,2014-06-13,149706,California,3,1,4
48517,2014-12-03,227234,North Carolina,3,1,4
48241,2014-11-30,226388,New York,0,4,4
48033,2014-11-29,226150,New Jersey,1,3,4
42425,2014-10-18,207145,South Carolina,1,3,4
42307,2014-10-18,209134,New York,0,4,4
42245,2014-10-17,206739,Florida,3,1,4
41992,2014-10-16,206303,Michigan,1,3,4
22423,2014-06-20,157013,Maryland,0,4,4
41488,2014-10-13,205298,Georgia,0,4,4
41415,2014-10-12,204477,Georgia,1,3,4
41402,2014-10-12,204310,California,3,1,4
41213,2014-10-11,203789,Illinois,1,3,4
40799,2014-10-08,204254,New York,4,0,4
40736,2014-10-08,202897,Virginia,4,0,4
40730,2014-10-08,202981,Georgia,0,4,4
22567,2014-06-21,149954,District of Columbia,0,4,4
40216,2014-10-05,201630,Florida,3,1,4
40182,2014-10-04,200538,Illinois,1,3,4
40177,2014-10-04,201502,California,0,4,4
40138,2014-10-04,222808,North Carolina,0,4,4
40126,2014-10-04,201648,Tennessee,2,2,4
42386,2014-10-18,207687,New York,0,4,4
42602,2014-10-20,208979,North Carolina,1,3,4
48000,2014-11-28,225830,Tennessee,0,4,4
42832,2014-10-21,208710,Michigan,0,4,4
47480,2014-11-23,224362,Virginia,0,4,4
47339,2014-11-22,223729,Ohio,1,3,4
21895,2014-06-16,147402,Georgia,0,4,4
47227,2014-11-21,223550,Texas,0,4,4
47049,2014-11-20,222932,New Jersey,4,0,4
47031,2014-11-20,222873,Florida,1,3,4
47016,2014-11-19,222792,Illinois,1,3,4
46835,2014-11-18,222393,Nevada,0,4,4
21959,2014-06-17,147912,Illinois,0,4,4
46502,2014-11-15,221577,Florida,1,3,4
46438,2014-11-15,221347,Missouri,4,0,4
46380,2014-11-14,221226,North Carolina,1,3,4
45453,2014-11-08,217441,Virginia,0,4,4
45362,2014-11-07,217401,California,0,4,4
45345,2014-11-07,218054,California,0,4,4
45001,2014-11-05,216533,California,0,4,4
43627,2014-10-26,211348,Kentucky,4,0,4
86164,2015-08-22,399883,Florida,0,4,4
86675,2015-08-25,402108,Louisiana,1,3,4
86796,2015-08-26,402113,Illinois,2,2,4
129288,2016-06-04,572542,Alabama,1,3,4
129980,2016-06-09,575607,Florida,0,4,4
129917,2016-06-08,574850,District of Columbia,0,4,4
129914,2016-06-08,574753,Massachusetts,1,3,4
12679,2014-04-11,124146,Indiana,0,4,4
129502,2016-06-06,573327,California,0,4,4
129478,2016-06-05,575061,Minnesota,0,4,4
129473,2016-06-05,572513,New York,0,4,4
12722,2014-04-11,124695,Texas,1,3,4
129193,2016-06-04,571859,Colorado,3,1,4
127172,2016-05-22,563514,California,1,3,4
128729,2016-05-31,569189,Indiana,0,4,4
128688,2016-05-31,569225,Illinois,0,4,4
128351,2016-05-29,567494,Indiana,0,4,4
128312,2016-05-29,567788,Nevada,0,4,4
128041,2016-05-27,569275,Massachusetts,0,4,4
12899,2014-04-12,125028,Louisiana,1,3,4
127645,2016-05-25,565816,New York,1,3,4
127273,2016-05-22,563829,Louisiana,0,4,4
130374,2016-06-11,578238,Minnesota,0,4,4
130397,2016-06-11,577938,California,1,3,4
130405,2016-06-11,576774,North Carolina,1,3,4
130678,2016-06-13,579517,California,0,4,4
132398,2016-06-25,588505,Illinois,1,3,4
132379,2016-06-25,587983,Illinois,0,4,4
132309,2016-06-25,589470,Virginia,0,4,4
132235,2016-06-24,589046,Kansas,0,4,4
131931,2016-06-22,586058,Illinois,0,4,4
131874,2016-06-22,585821,Washington,3,1,4
131847,2016-06-21,585615,Kentucky,2,2,4
131801,2016-06-21,586044,New Jersey,0,4,4
12439,2014-04-09,124131,Illinois,0,4,4
131374,2016-06-19,583631,Virginia,0,4,4
131334,2016-06-18,583537,Georgia,2,2,4
131235,2016-06-18,583362,Illinois,0,4,4
131185,2016-06-18,583584,Virginia,1,3,4
130799,2016-06-14,580848,Delaware,0,4,4
12549,2014-04-09,123891,Tennessee,3,1,4
130750,2016-06-14,580791,California,1,3,4
130704,2016-06-13,579772,Georgia,3,1,4
127178,2016-05-22,563751,Tennessee,0,4,4
126978,2016-05-21,563630,Georgia,1,3,4
86800,2015-08-26,401893,Virginia,3,1,4
121560,2016-04-17,543102,South Carolina,1,3,4
122630,2016-04-23,546244,Alabama,3,1,4
122623,2016-04-23,546581,Nevada,1,3,4
122606,2016-04-23,546513,Washington,0,4,4
122395,2016-04-21,545501,Maryland,0,4,4
122008,2016-04-19,543457,Texas,4,0,4
121975,2016-04-19,544080,Illinois,1,3,4
121903,2016-04-18,543244,California,1,3,4
121741,2016-04-17,541996,Pennsylvania,3,1,4
121422,2016-04-16,542362,Alabama,0,4,4
126710,2016-05-19,562394,Maryland,0,4,4
224345,2017-12-21,1012704,Louisiana,0,4,4
120589,2016-04-10,537820,California,0,4,4
120387,2016-04-09,537085,New Mexico,0,4,4
120384,2016-04-09,539705,Alabama,0,4,4
120360,2016-04-09,537311,Tennessee,0,4,4
13773,2014-04-19,127407,Oklahoma,1,3,4
120103,2016-04-07,535927,Illinois,0,4,4
119916,2016-04-06,535834,Florida,1,3,4
122635,2016-04-23,546258,New York,0,4,4
122854,2016-04-24,546818,Colorado,0,4,4
122956,2016-04-25,547355,Nevada,1,3,4
123035,2016-04-25,547639,Tennessee,0,4,4
126587,2016-05-18,561912,Indiana,0,4,4
126406,2016-05-17,560782,South Carolina,3,1,4
13113,2014-04-14,156828,District of Columbia,0,4,4
126212,2016-05-15,559194,Indiana,0,4,4
126001,2016-05-14,558796,West Virginia,1,3,4
125895,2016-05-14,558875,Arizona,2,2,4
13180,2014-04-14,125129,New Jersey,2,2,4
125533,2016-05-11,557553,Illinois,4,0,4
125074,2016-05-08,555126,Texas,1,3,4
124654,2016-05-06,555886,Alabama,1,3,4
124495,2016-05-05,553726,Nevada,2,2,4
124454,2016-05-05,554027,Florida,1,3,4
124198,2016-05-03,552393,Florida,4,0,4
123667,2016-04-29,550445,Missouri,0,4,4
123316,2016-04-27,549071,Mississippi,3,1,4
123237,2016-04-27,549507,Louisiana,2,2,4
123037,2016-04-25,547243,Tennessee,0,4,4
132539,2016-06-26,590233,South Carolina,0,4,4
132551,2016-06-26,589081,South Carolina,0,4,4
132604,2016-06-26,589165,Texas,1,3,4
140190,2016-08-10,626960,California,1,3,4
140930,2016-08-14,630007,Virginia,0,4,4
140822,2016-08-13,629663,California,0,4,4
140788,2016-08-13,628623,New York,0,4,4
140705,2016-08-13,628635,Missouri,0,4,4
140647,2016-08-13,628570,Wisconsin,2,2,4
140580,2016-08-12,627519,Texas,1,3,4
140517,2016-08-12,628178,Florida,1,3,4
140326,2016-08-11,627757,Pennsylvania,0,4,4
140164,2016-08-10,626153,Illinois,0,4,4
132647,2016-06-26,588918,Texas,0,4,4
139935,2016-08-08,625315,Texas,1,3,4
139905,2016-08-08,625735,New Mexico,2,2,4
139847,2016-08-08,624513,Ohio,2,2,4
139717,2016-08-07,624156,California,1,3,4
139646,2016-08-07,624046,Mississippi,1,3,4
139644,2016-08-07,623523,Colorado,2,2,4
139579,2016-08-07,623439,Illinois,0,4,4
139305,2016-08-05,624057,Michigan,1,3,4
11197,2014-03-30,120085,South Carolina,1,3,4
141444,2016-08-17,632753,California,0,4,4
141532,2016-08-18,632747,Connecticut,0,4,4
141633,2016-08-18,633204,Missouri,1,3,4
144373,2016-09-03,646995,North Carolina,1,3,4
144371,2016-09-03,646855,Illinois,0,4,4
143770,2016-08-30,643980,North Carolina,0,4,4
143756,2016-08-30,643824,Illinois,0,4,4
143719,2016-08-30,644723,Georgia,0,4,4
143436,2016-08-28,640749,North Carolina,2,2,4
143435,2016-08-28,640689,Missouri,2,2,4
143356,2016-08-28,640677,New York,0,4,4
143294,2016-08-28,640979,Texas,2,2,4
10958,2014-03-28,119668,California,0,4,4
10968,2014-03-28,119900,Louisiana,3,1,4
11043,2014-03-29,120693,South Carolina,1,3,4
142057,2016-08-21,634889,Massachusetts,0,4,4
142020,2016-08-20,642038,North Dakota,0,4,4
142011,2016-08-20,634238,Connecticut,0,4,4
141870,2016-08-20,634075,California,2,2,4
141677,2016-08-18,633193,Oregon,3,1,4
139276,2016-08-05,622500,California,2,2,4
139046,2016-08-04,621232,Tennessee,0,4,4
138910,2016-08-03,620247,Georgia,1,3,4
135468,2016-07-14,603733,California,0,4,4
135280,2016-07-13,602765,Missouri,2,2,4
135272,2016-07-13,602151,Washington,0,4,4
135043,2016-07-11,601512,District of Columbia,0,4,4
134967,2016-07-11,601119,Michigan,0,4,4
134447,2016-07-07,598740,Louisiana,1,3,4
134395,2016-07-07,597366,Louisiana,0,4,4
12086,2014-04-06,123666,Massachusetts,0,4,4
12105,2014-04-06,125863,Oklahoma,0,4,4
134028,2016-07-05,595557,California,0,4,4
133970,2016-07-04,595048,Pennsylvania,0,4,4
133959,2016-07-04,595279,Illinois,0,4,4
133920,2016-07-04,596159,Ohio,0,4,4
133709,2016-07-03,594480,Tennessee,0,4,4
12201,2014-04-07,123008,Louisiana,0,4,4
132975,2016-06-28,591975,California,1,3,4
132953,2016-06-28,591294,Illinois,0,4,4
132765,2016-06-27,589488,Oregon,3,1,4
135418,2016-07-14,603475,Texas,3,1,4
135476,2016-07-14,603738,Ohio,1,3,4
138709,2016-08-02,619708,Florida,0,4,4
11933,2014-04-05,122612,Arizona,1,3,4
138663,2016-08-01,619408,Indiana,0,4,4
138455,2016-07-31,617789,Florida,3,1,4
138261,2016-07-30,617152,Missouri,4,0,4
138250,2016-07-30,616948,Washington,3,1,4
137939,2016-07-28,615328,Maryland,0,4,4
137841,2016-07-28,615024,Illinois,2,2,4
136928,2016-07-23,610756,South Carolina,0,4,4
136902,2016-07-23,613805,New York,0,4,4
136861,2016-07-23,610093,Ohio,2,2,4
136520,2016-07-20,608787,California,0,4,4
136332,2016-07-19,607265,Arkansas,0,4,4
11817,2014-04-04,122329,Michigan,0,4,4
136039,2016-07-17,605475,Texas,1,3,4
135970,2016-07-17,605367,Michigan,0,4,4
135839,2016-07-16,605005,California,0,4,4
11906,2014-04-05,122672,California,0,4,4
135568,2016-07-15,604207,Washington,3,1,4
1,2013-01-01,460726,California,1,3,4
119271,2016-04-01,532950,New Mexico,3,1,4
13880,2014-04-20,127022,Minnesota,1,3,4
16378,2014-05-09,134267,Louisiana,0,4,4
98016,2015-11-07,443652,Colorado,1,3,4
97909,2015-11-06,444406,California,0,4,4
97626,2015-11-04,442231,Maine,4,0,4
97606,2015-11-04,441867,Texas,2,2,4
97195,2015-11-02,440743,South Carolina,4,0,4
96988,2015-10-31,439734,Colorado,4,0,4
16367,2014-05-09,133455,California,4,0,4
96536,2015-10-28,438651,Louisiana,1,3,4
96376,2015-10-27,438188,North Carolina,3,1,4
102083,2015-12-06,460049,Louisiana,1,3,4
96176,2015-10-26,519999,New Jersey,0,4,4
96102,2015-10-25,438516,Kentucky,1,3,4
95947,2015-10-24,436219,South Carolina,0,4,4
16451,2014-05-10,133497,Indiana,1,3,4
16464,2014-05-10,134044,Georgia,1,3,4
95736,2015-10-23,435500,Rhode Island,0,4,4
95652,2015-10-22,435144,Tennessee,1,3,4
94993,2015-10-18,432711,Louisiana,0,4,4
98149,2015-11-08,444168,Michigan,0,4,4
98175,2015-11-08,443821,Iowa,1,3,4
98350,2015-11-09,444458,Indiana,2,2,4
16150,2014-05-07,133202,Florida,4,0,4
15801,2014-05-05,133100,Texas,2,2,4
101506,2015-12-02,457037,Georgia,1,3,4
101153,2015-11-30,457506,Oklahoma,0,4,4
100770,2015-11-27,455684,California,2,2,4
15897,2014-05-05,132651,Tennessee,0,4,4
100604,2015-11-26,453682,Massachusetts,1,3,4
100404,2015-11-24,454788,South Carolina,0,4,4
100194,2015-11-23,452131,Texas,1,3,4
100131,2015-11-22,451338,Washington,0,4,4
100128,2015-11-22,453317,Texas,0,4,4
100106,2015-11-22,451349,Illinois,0,4,4
100101,2015-11-22,452362,South Carolina,1,3,4
100001,2015-11-21,451057,Maryland,1,3,4
99888,2015-11-20,450505,Pennsylvania,1,3,4
99296,2015-11-16,448653,Alabama,3,1,4
99166,2015-11-15,448286,Pennsylvania,0,4,4
98993,2015-11-14,447462,Pennsylvania,0,4,4
94766,2015-10-17,432072,Indiana,0,4,4
94150,2015-10-12,429410,Georgia,0,4,4
16659,2014-05-11,134320,Nevada,1,3,4
89645,2015-09-13,413060,Louisiana,4,0,4
89453,2015-09-12,412996,Louisiana,0,4,4
88974,2015-09-08,411888,Georgia,0,4,4
88973,2015-09-08,409856,Illinois,0,4,4
88884,2015-09-08,410852,Washington,4,0,4
88771,2015-09-07,409601,Colorado,0,4,4
88469,2015-09-05,408256,Missouri,0,4,4
88466,2015-09-05,409101,Nevada,1,3,4
88463,2015-09-05,408276,Florida,0,4,4
88377,2015-09-05,408449,North Carolina,1,3,4
87696,2015-09-01,407854,New Jersey,4,0,4
87289,2015-08-29,405133,Texas,1,3,4
87236,2015-08-29,405114,Georgia,0,4,4
87055,2015-08-28,403069,New York,1,3,4
86974,2015-08-27,403669,California,2,2,4
17476,2014-05-17,136567,California,1,3,4
86833,2015-08-26,402051,Florida,2,2,4
86829,2015-08-26,401884,Minnesota,0,4,4
89489,2015-09-12,412539,Minnesota,1,3,4
17136,2014-05-15,138324,Georgia,1,3,4
16676,2014-05-12,134591,Illinois,0,4,4
89727,2015-09-13,413332,New Mexico,2,2,4
93857,2015-10-10,428247,North Carolina,0,4,4
93722,2015-10-10,429614,Illinois,1,3,4
93655,2015-10-09,427621,Arizona,1,3,4
92616,2015-10-01,423863,Florida,4,0,4
92102,2015-09-28,422887,North Carolina,1,3,4
92087,2015-09-28,422020,Ohio,0,4,4
92027,2015-09-27,421358,Illinois,0,4,4
92026,2015-09-27,420855,Missouri,0,4,4
91644,2015-09-25,426559,Illinois,0,4,4
91351,2015-09-23,418964,Florida,0,4,4
91255,2015-09-23,419826,Georgia,1,3,4
90981,2015-09-21,417615,California,2,2,4
90868,2015-09-20,417284,Pennsylvania,1,3,4
90654,2015-09-19,416812,Indiana,1,3,4
90306,2015-09-17,415687,Michigan,0,4,4
89967,2015-09-15,414580,New Jersey,0,4,4
89803,2015-09-13,413522,Louisiana,4,0,4
15752,2014-05-04,132897,Colorado,0,4,4
102267,2015-12-08,461476,Ohio,1,3,4
119154,2016-03-31,532604,Illinois,0,4,4
113519,2016-02-24,511237,Georgia,0,4,4
115291,2016-03-07,517895,Louisiana,0,4,4
115045,2016-03-06,517114,Georgia,0,4,4
114944,2016-03-05,516758,Kansas,0,4,4
114808,2016-03-04,516341,Ohio,1,3,4
14456,2014-04-24,128896,Texas,1,3,4
