,date,incident_id,state,n_killed,n_injured,total
81825,2015-07-26,382189,Louisiana,0,3,3
156160,2016-11-12,699394,Mississippi,2,1,3
81097,2015-07-22,384850,Alabama,1,2,3
81865,2015-07-27,384542,New Mexico,1,2,3
155285,2016-11-06,694817,Alabama,0,3,3
81012,2015-07-22,379522,Massachusetts,0,3,3
81002,2015-07-22,379323,Louisiana,0,3,3
155330,2016-11-07,695249,Pennsylvania,0,3,3
236239,2018-03-09,1065766,California,0,3,3
155315,2016-11-07,695704,Pennsylvania,0,3,3
156288,2016-11-13,700132,Virginia,0,3,3
229228,2018-01-22,1033627,Utah,0,3,3
80903,2015-07-21,379821,Nevada,0,3,3
81216,2015-07-23,380977,New York,0,3,3
229291,2018-01-22,1032816,New Jersey,2,1,3
18095,2014-05-21,139415,Maryland,0,3,3
81753,2015-07-26,381842,Illinois,2,1,3
155788,2016-11-10,697532,Illinois,1,2,3
229329,2018-01-23,1034522,Florida,2,1,3
81556,2015-07-25,381543,South Carolina,0,3,3
81640,2015-07-25,381316,Illinois,1,2,3
9499,2014-03-17,117242,Florida,3,0,3
236190,2018-03-09,1066562,District of Columbia,0,3,3
229355,2018-01-23,1043824,Alabama,0,3,3
81545,2015-07-25,381960,California,0,3,3
81531,2015-07-25,381560,South Carolina,1,2,3
155911,2016-11-11,698016,Maryland,1,2,3
155579,2016-11-08,696589,New Jersey,0,3,3
81466,2015-07-24,381591,South Carolina,0,3,3
155546,2016-11-08,696408,Idaho,2,1,3
155520,2016-11-08,696365,Alabama,0,3,3
155477,2016-11-08,696534,Louisiana,0,3,3
236175,2018-03-09,1066733,California,1,2,3
156016,2016-11-11,698361,Colorado,0,3,3
80855,2015-07-21,379286,Louisiana,1,2,3
80827,2015-07-20,378009,Ohio,0,3,3
157109,2016-11-18,704399,Virginia,1,2,3
154896,2016-11-04,692733,New York,2,1,3
9362,2014-03-16,115403,Ohio,0,3,3
18236,2014-05-23,757793,Louisiana,1,2,3
82169,2015-07-29,383756,Montana,2,1,3
154941,2016-11-05,693327,North Carolina,0,3,3
80430,2015-07-18,376718,California,1,2,3
80424,2015-07-18,376468,California,2,1,3
154918,2016-11-05,693892,Missouri,3,0,3
82190,2015-07-29,385256,District of Columbia,0,3,3
9349,2014-03-15,115652,California,0,3,3
155266,2016-11-06,694591,Alabama,1,2,3
154883,2016-11-04,693938,South Carolina,3,0,3
156934,2016-11-17,702900,Florida,0,3,3
9346,2014-03-15,115681,South Carolina,1,2,3
154873,2016-11-04,693900,Illinois,0,3,3
157004,2016-11-17,702679,Virginia,0,3,3
82288,2015-07-30,385348,New York,0,3,3
82293,2015-07-30,384061,Washington,1,2,3
80374,2015-07-18,376403,Illinois,3,0,3
80469,2015-07-19,377706,Louisiana,0,3,3
80470,2015-07-19,378162,Massachusetts,0,3,3
155079,2016-11-05,693519,Maryland,1,2,3
18058,2014-05-21,143803,Maryland,0,3,3
81956,2015-07-27,382352,Michigan,1,2,3
81972,2015-07-27,382855,Massachusetts,0,3,3
80696,2015-07-20,378649,Georgia,1,2,3
80651,2015-07-19,377830,Louisiana,0,3,3
156462,2016-11-14,700741,Texas,0,3,3
80631,2015-07-19,377496,Texas,1,2,3
156504,2016-11-14,700468,Texas,1,2,3
156506,2016-11-14,700320,Illinois,0,3,3
80630,2015-07-19,377598,Colorado,1,2,3
155246,2016-11-06,694320,New York,0,3,3
156522,2016-11-14,699592,New York,0,3,3
155193,2016-11-06,694100,Georgia,2,1,3
156596,2016-11-15,701133,Florida,0,3,3
156616,2016-11-15,701118,Florida,0,3,3
156624,2016-11-15,701359,Pennsylvania,1,2,3
155131,2016-11-06,694072,Indiana,1,2,3
80515,2015-07-19,378780,Colorado,1,2,3
158444,2016-11-26,711933,Florida,2,1,3
82905,2015-08-02,387103,South Carolina,0,3,3
158472,2016-11-26,711022,Florida,1,2,3
153254,2016-10-26,685400,Louisiana,1,2,3
160011,2016-12-04,718323,Maryland,3,0,3
83534,2015-08-06,390459,Oklahoma,0,3,3
160020,2016-12-05,718507,Florida,1,2,3
229035,2018-01-21,1032238,New York,0,3,3
8988,2014-03-12,114174,Tennessee,1,2,3
160144,2016-12-05,719228,Alaska,0,3,3
18517,2014-05-25,139005,Georgia,0,3,3
78070,2015-07-04,368808,California,0,3,3
160242,2016-12-06,719660,Missouri,1,2,3
153116,2016-10-25,685492,South Carolina,0,3,3
77994,2015-07-04,368061,West Virginia,0,3,3
8975,2014-03-12,183511,North Carolina,3,0,3
160254,2016-12-06,720312,Florida,0,3,3
153158,2016-10-25,685162,Missouri,2,1,3
77975,2015-07-03,367785,Indiana,0,3,3
153141,2016-10-25,684953,Florida,1,2,3
236614,2018-03-12,1068150,Florida,2,1,3
153139,2016-10-25,685713,Florida,3,0,3
159999,2016-12-04,718032,North Carolina,0,3,3
159997,2016-12-04,718581,Illinois,0,3,3
78116,2015-07-04,369372,Maine,3,0,3
153342,2016-10-26,685771,Florida,0,3,3
78265,2015-07-05,369055,Ohio,1,2,3
159766,2016-12-03,717977,Michigan,0,3,3
83421,2015-08-05,388674,New York,0,3,3
83433,2015-08-05,388154,Florida,0,3,3
83460,2015-08-05,388472,Georgia,0,3,3
159821,2016-12-03,717434,Illinois,0,3,3
153457,2016-10-27,687045,Texas,0,3,3
153456,2016-10-27,686469,North Carolina,2,1,3
83491,2015-08-05,388762,New York,0,3,3
159895,2016-12-04,717888,Illinois,1,2,3
9790,2014-03-19,116909,Colorado,0,3,3
78179,2015-07-04,368364,Illinois,0,3,3
153391,2016-10-27,686957,Tennessee,1,2,3
153379,2016-10-27,687299,Illinois,0,3,3
78156,2015-07-04,368571,Tennessee,0,3,3
159943,2016-12-04,718564,Illinois,0,3,3
78129,2015-07-04,369094,New York,1,2,3
83619,2015-08-06,389106,Georgia,2,1,3
160346,2016-12-07,863540,California,0,3,3
153516,2016-10-28,687746,Louisiana,1,2,3
152643,2016-10-22,682548,Florida,1,2,3
77575,2015-07-01,369657,Maine,3,0,3
77552,2015-07-01,367313,Iowa,0,3,3
152678,2016-10-23,682684,Washington,1,2,3
160911,2016-12-10,724617,California,1,2,3
83953,2015-08-08,391171,Pennsylvania,1,2,3
83967,2015-08-08,391556,California,0,3,3
18589,2014-05-25,139162,California,0,3,3
160958,2016-12-10,722768,Illinois,1,2,3
160976,2016-12-10,723488,California,1,2,3
160358,2016-12-07,720596,Tennessee,1,2,3
18592,2014-05-25,139077,Michigan,0,3,3
83991,2015-08-08,390385,Washington,0,3,3
152635,2016-10-22,682693,Florida,0,3,3
84032,2015-08-09,390910,Texas,3,0,3
84049,2015-08-09,391798,Florida,1,2,3
84054,2015-08-09,395860,Kansas,3,0,3
77370,2015-06-29,366264,Washington,0,3,3
17810,2014-05-19,137794,Connecticut,0,3,3
229719,2018-01-25,1035462,Louisiana,2,1,3
152702,2016-10-23,682917,Nevada,1,2,3
77603,2015-07-01,367385,Maryland,0,3,3
160780,2016-12-09,722869,Utah,2,1,3
18537,2014-05-25,138852,Illinois,0,3,3
160469,2016-12-07,720296,Georgia,3,0,3
77836,2015-07-02,367473,Michigan,0,3,3
153028,2016-10-25,684926,California,1,2,3
83714,2015-08-07,390491,Pennsylvania,1,2,3
77791,2015-07-02,368057,Texas,1,2,3
160524,2016-12-08,721399,Virginia,3,0,3
83746,2015-08-07,389822,Kansas,1,2,3
9832,2014-03-19,116513,Florida,2,1,3
77721,2015-07-02,367796,California,2,1,3
83828,2015-08-08,390960,North Carolina,3,0,3
83846,2015-08-08,390407,Oregon,1,2,3
83857,2015-08-08,817705,Michigan,1,2,3
83863,2015-08-08,391179,Utah,0,3,3
77656,2015-07-01,367278,Illinois,0,3,3
152840,2016-10-24,683634,Illinois,0,3,3
83893,2015-08-08,390810,Michigan,0,3,3
78274,2015-07-05,369177,Florida,1,2,3
153549,2016-10-28,687557,California,0,3,3
158488,2016-11-26,711059,North Carolina,1,2,3
158804,2016-11-28,712705,California,1,2,3
158712,2016-11-27,712101,California,0,3,3
235964,2018-03-07,1064346,Pennsylvania,0,3,3
229126,2018-01-21,1032276,California,0,3,3
158729,2016-11-27,711845,Texas,1,2,3
153906,2016-10-30,688690,New York,0,3,3
153905,2016-10-30,688833,New York,0,3,3
158773,2016-11-27,712012,New York,0,3,3
229120,2018-01-21,1032229,Kentucky,0,3,3
18417,2014-05-24,140772,South Carolina,0,3,3
78671,2015-07-07,369911,Pennsylvania,1,2,3
158857,2016-11-28,713455,California,1,2,3
153890,2016-10-30,688944,Kansas,3,0,3
83041,2015-08-03,389185,Missouri,0,3,3
158867,2016-11-28,713138,Illinois,1,2,3
158873,2016-11-28,713245,Illinois,1,2,3
158885,2016-11-28,713292,Florida,0,3,3
153860,2016-10-30,689235,Alabama,0,3,3
158898,2016-11-28,713144,Illinois,0,3,3
158700,2016-11-27,711923,Kentucky,0,3,3
79010,2015-07-10,373071,Minnesota,0,3,3
153937,2016-10-30,688620,Illinois,0,3,3
153943,2016-10-30,688995,Oklahoma,0,3,3
79225,2015-07-11,372874,California,1,2,3
153989,2016-10-30,688899,Texas,0,3,3
229556,2018-01-24,1037690,California,0,3,3
158538,2016-11-26,712008,Maine,2,1,3
158541,2016-11-26,711175,Pennsylvania,1,2,3
82918,2015-08-02,401751,Illinois,0,3,3
79173,2015-07-11,373101,Missouri,0,3,3
158575,2016-11-27,711814,Colorado,0,3,3
79158,2015-07-11,372125,Illinois,1,2,3
153971,2016-10-30,688698,Pennsylvania,1,2,3
158614,2016-11-27,712393,Louisiana,2,1,3
158626,2016-11-27,712651,Tennessee,2,1,3
236009,2018-03-08,1066600,Ohio,1,2,3
229560,2018-01-24,1034452,Michigan,1,2,3
82945,2015-08-02,385920,Michigan,0,3,3
79075,2015-07-10,371842,Tennessee,0,3,3
18400,2014-05-24,138481,Missouri,0,3,3
153845,2016-10-30,689225,Mississippi,0,3,3
158985,2016-11-29,714671,Illinois,0,3,3
159727,2016-12-03,718068,Florida,0,3,3
78381,2015-07-05,369668,Minnesota,0,3,3
159332,2016-12-01,716208,Georgia,0,3,3
159352,2016-12-01,716012,Ohio,0,3,3
159366,2016-12-01,715969,Arizona,1,2,3
153699,2016-10-29,688071,Tennessee,2,1,3
153694,2016-10-29,688546,Alabama,1,2,3
9060,2014-03-13,114563,Louisiana,2,1,3
78418,2015-07-06,369699,California,0,3,3
78385,2015-07-05,369677,Minnesota,0,3,3
78373,2015-07-05,372103,Alabama,0,3,3
153831,2016-10-29,687995,Massachusetts,0,3,3
159543,2016-12-02,717540,Florida,0,3,3
78358,2015-07-05,368761,Illinois,1,2,3
159580,2016-12-02,717492,Tennessee,0,3,3
159615,2016-12-02,716774,West Virginia,0,3,3
83332,2015-08-04,387911,Indiana,0,3,3
236485,2018-03-11,1067437,Florida,2,1,3
78336,2015-07-05,370055,Florida,0,3,3
153574,2016-10-28,687269,Michigan,3,0,3
18450,2014-05-24,140344,Florida,2,1,3
159306,2016-11-30,715855,Colorado,0,3,3
83169,2015-08-03,387148,Georgia,1,2,3
159263,2016-11-30,715859,California,0,3,3
153824,2016-10-29,689051,Texas,1,2,3
158992,2016-11-29,714495,Texas,1,2,3
153818,2016-10-29,688172,Illinois,0,3,3
9100,2014-03-13,114851,California,3,0,3
153813,2016-10-29,688627,Colorado,2,1,3
159071,2016-11-29,716185,Colorado,3,0,3
159090,2016-11-29,714447,Maryland,0,3,3
159114,2016-11-29,714413,Missouri,0,3,3
153790,2016-10-29,688661,Michigan,0,3,3
159121,2016-11-29,714176,Ohio,2,1,3
159123,2016-11-29,714741,Texas,1,2,3
159135,2016-11-30,715392,Pennsylvania,0,3,3
78573,2015-07-07,371046,South Carolina,0,3,3
83164,2015-08-03,386858,Massachusetts,0,3,3
78550,2015-07-07,369788,Texas,1,2,3
18443,2014-05-24,143052,Florida,1,2,3
153748,2016-10-29,688067,Arizona,1,2,3
72742,2015-05-30,349404,Illinois,0,3,3
72721,2015-05-30,352351,Missouri,0,3,3
92233,2015-09-29,422371,Georgia,0,3,3
66815,2015-04-23,329111,Oklahoma,1,2,3
67034,2015-04-25,329471,Pennsylvania,1,2,3
230470,2018-01-29,1038476,Georgia,0,3,3
66994,2015-04-24,329115,Ohio,1,2,3
66955,2015-04-24,329280,Illinois,1,2,3
66934,2015-04-24,330775,Florida,2,1,3
90452,2015-09-18,416564,Utah,3,0,3
90481,2015-09-18,416520,Illinois,0,3,3
66822,2015-04-23,328582,Florida,2,1,3
66749,2015-04-23,328779,Georgia,3,0,3
90362,2015-09-17,415692,California,3,0,3
66740,2015-04-23,328721,Oklahoma,1,2,3
90545,2015-09-18,416569,Georgia,2,1,3
66666,2015-04-22,328578,Florida,1,2,3
174857,2017-03-04,787817,Oklahoma,1,2,3
144219,2016-09-01,645198,Illinois,0,3,3
90574,2015-09-19,417024,Connecticut,2,1,3
174905,2017-03-04,788009,California,0,3,3
90582,2015-09-19,417252,North Carolina,2,1,3
67083,2015-04-25,329545,Oregon,0,3,3
174520,2017-03-02,786869,Nevada,1,2,3
66143,2015-04-18,327356,Alabama,0,3,3
90258,2015-09-17,415722,Illinois,0,3,3
67367,2015-04-27,330973,New York,1,2,3
144621,2016-09-04,648164,Maryland,1,2,3
174171,2017-02-28,784871,Texas,1,2,3
174180,2017-02-28,786128,Alabama,1,2,3
174184,2017-02-28,785058,Ohio,0,3,3
174196,2017-02-28,879667,California,1,2,3
174214,2017-02-28,784576,Texas,3,0,3
90246,2015-09-17,415974,Nevada,1,2,3
174291,2017-02-28,784732,Florida,1,2,3
174493,2017-03-02,786390,Texas,3,0,3
90260,2015-09-17,415805,Florida,2,1,3
144578,2016-09-04,648132,Florida,1,2,3
144546,2016-09-03,647546,Maryland,0,3,3
144519,2016-09-03,646989,Missouri,1,2,3
174421,2017-03-01,785914,Texas,1,2,3
144507,2016-09-03,647122,Michigan,0,3,3
10782,2014-03-27,119333,Louisiana,1,2,3
144493,2016-09-03,647657,Connecticut,0,3,3
174934,2017-03-05,788046,South Carolina,1,2,3
90610,2015-09-19,418623,Mississippi,1,2,3
144153,2016-09-01,645022,Delaware,0,3,3
227741,2018-01-13,1026687,Minnesota,0,3,3
66259,2015-04-18,325219,North Carolina,0,3,3
175437,2017-03-08,789955,Texas,2,1,3
66240,2015-04-18,327259,Missouri,0,3,3
143899,2016-08-31,643928,Nevada,0,3,3
66231,2015-04-18,325530,New York,0,3,3
19828,2014-06-02,145727,Texas,3,0,3
90743,2015-09-20,417552,Missouri,0,3,3
90751,2015-09-20,418288,Washington,0,3,3
143884,2016-08-31,645248,California,0,3,3
66539,2015-04-20,326029,Illinois,0,3,3
90755,2015-09-20,417937,New York,3,0,3
19833,2014-06-02,151388,Colorado,0,3,3
66212,2015-04-18,325516,Delaware,0,3,3
90776,2015-09-20,416927,Missouri,1,2,3
7376,2014-02-25,110167,Arkansas,1,2,3
143858,2016-08-30,643456,Georgia,3,0,3
175601,2017-03-09,791209,Wisconsin,0,3,3
143839,2016-08-30,643481,Pennsylvania,0,3,3
1478,2014-01-09,94597,Ohio,2,1,3
143959,2016-08-31,644089,New York,1,2,3
66281,2015-04-19,326237,Florida,0,3,3
143975,2016-08-31,643947,California,1,2,3
90623,2015-09-19,417391,South Carolina,1,2,3
144144,2016-09-01,646572,New York,1,2,3
10827,2014-03-27,119481,Georgia,0,3,3
144131,2016-09-01,645796,South Carolina,1,2,3
66381,2015-04-19,325990,Texas,0,3,3
175108,2017-03-06,788845,New York,0,3,3
66352,2015-04-19,325787,Illinois,0,3,3
66339,2015-04-19,325791,Illinois,0,3,3
66336,2015-04-19,325687,Connecticut,1,2,3
66327,2015-04-19,325837,Pennsylvania,3,0,3
19808,2014-06-02,142851,Virginia,0,3,3
66320,2015-04-19,325805,California,0,3,3
90688,2015-09-19,416459,Ohio,3,0,3
17027,2014-05-14,135037,California,1,2,3
143978,2016-08-31,645351,New Jersey,1,2,3
66292,2015-04-19,326806,Nevada,3,0,3
175271,2017-03-07,789494,Florida,0,3,3
227832,2018-01-13,1027203,Oregon,1,2,3
67393,2015-04-27,331252,Virginia,0,3,3
90193,2015-09-16,415089,Pennsylvania,0,3,3
68208,2015-05-02,335108,California,1,2,3
173223,2017-02-22,781166,Florida,3,0,3
89601,2015-09-12,412452,Virginia,1,2,3
89641,2015-09-13,413341,Texas,0,3,3
19634,2014-06-01,142056,Illinois,0,3,3
237588,2018-03-18,1072356,Pennsylvania,1,2,3
173327,2017-02-22,780921,Kansas,1,2,3
478,2014-01-01,182940,Michigan,1,2,3
145026,2016-09-06,649155,North Carolina,2,1,3
19643,2014-06-01,151392,California,0,3,3
173461,2017-02-23,781662,District of Columbia,1,2,3
173404,2017-02-23,781094,Michigan,0,3,3
144975,2016-09-05,648147,Florida,3,0,3
68131,2015-05-02,334228,South Carolina,0,3,3
173420,2017-02-23,781573,Oklahoma,0,3,3
173434,2017-02-23,781681,Maryland,0,3,3
89704,2015-09-13,413733,Virginia,0,3,3
173438,2017-02-23,782492,Louisiana,1,2,3
173441,2017-02-23,781583,Texas,2,1,3
68300,2015-05-03,334083,California,0,3,3
10690,2014-03-26,119001,Indiana,1,2,3
68321,2015-05-03,333848,Texas,1,2,3
89587,2015-09-12,416501,Michigan,2,1,3
68640,2015-05-05,334690,New York,1,2,3
68631,2015-05-05,335176,Maryland,0,3,3
68601,2015-05-05,335132,California,0,3,3
68573,2015-05-05,334834,Louisiana,0,3,3
172851,2017-02-19,778040,Michigan,1,2,3
68533,2015-05-04,335553,Virginia,0,3,3
145293,2016-09-07,650760,Texas,0,3,3
89526,2015-09-12,413309,Wisconsin,0,3,3
145258,2016-09-07,651661,Missouri,0,3,3
89546,2015-09-12,412953,Pennsylvania,0,3,3
89564,2015-09-12,412726,Georgia,2,1,3
68397,2015-05-04,335442,Alabama,3,0,3
68377,2015-05-03,333783,Maryland,0,3,3
173031,2017-02-20,779001,Pennsylvania,0,3,3
68367,2015-05-03,333637,Texas,2,1,3
145168,2016-09-07,650146,North Carolina,1,2,3
227897,2018-01-14,1027920,Indiana,1,2,3
144953,2016-09-05,648160,Maryland,0,3,3
173471,2017-02-23,781677,Maryland,0,3,3
144631,2016-09-04,648290,Texas,0,3,3
173860,2017-02-26,783767,California,1,2,3
89875,2015-09-14,414062,Illinois,0,3,3
89914,2015-09-14,413540,Mississippi,3,0,3
173778,2017-02-25,782654,Florida,1,2,3
67707,2015-04-29,332023,Pennsylvania,0,3,3
67692,2015-04-29,332218,New York,1,2,3
173813,2017-02-25,782873,Illinois,2,1,3
173825,2017-02-25,782939,Kentucky,0,3,3
173841,2017-02-25,782880,Illinois,0,3,3
67512,2015-04-28,330878,California,1,2,3
144940,2016-09-05,648799,California,1,2,3
90034,2015-09-15,415861,Alabama,0,3,3
90058,2015-09-15,414696,Illinois,0,3,3
67489,2015-04-28,331225,Missouri,0,3,3
90129,2015-09-16,489753,Pennsylvania,0,3,3
144717,2016-09-04,647627,Alaska,1,2,3
174006,2017-02-27,784380,North Carolina,0,3,3
144639,2016-09-04,648660,Virginia,2,1,3
67421,2015-04-27,330129,Florida,0,3,3
173761,2017-02-25,782951,Illinois,0,3,3
144829,2016-09-05,649049,Illinois,0,3,3
227868,2018-01-13,1026302,Illinois,0,3,3
144834,2016-09-05,649257,Ohio,1,2,3
144932,2016-09-05,648236,North Carolina,1,2,3
68042,2015-05-01,333104,California,3,0,3
173516,2017-02-23,1007413,California,2,1,3
68034,2015-05-01,333402,Maryland,0,3,3
68022,2015-05-01,333026,Illinois,2,1,3
237591,2018-03-18,1072593,Nevada,0,3,3
89760,2015-09-13,413464,Texas,0,3,3
235318,2018-03-03,1061898,Illinois,3,0,3
144902,2016-09-05,648173,Tennessee,2,1,3
173614,2017-02-24,782917,North Carolina,1,2,3
89768,2015-09-13,413605,Illinois,0,3,3
173627,2017-02-24,782896,Florida,3,0,3
89769,2015-09-13,424187,California,3,0,3
235311,2018-03-03,1061465,Utah,1,2,3
144840,2016-09-05,648679,Kansas,0,3,3
237592,2018-03-18,1072115,South Carolina,0,3,3
144837,2016-09-05,647964,Maryland,1,2,3
175640,2017-03-09,791015,Florida,0,3,3
175696,2017-03-10,792367,Florida,0,3,3
167197,2017-01-16,751998,Oklahoma,3,0,3
177604,2017-03-22,800868,Georgia,1,2,3
227606,2018-01-12,1025683,District of Columbia,1,2,3
142935,2016-08-26,639216,West Virginia,1,2,3
227604,2018-01-12,1026860,California,1,2,3
91796,2015-09-26,420654,Florida,0,3,3
64518,2015-04-07,320002,South Carolina,1,2,3
177566,2017-03-22,800976,Georgia,1,2,3
91821,2015-09-26,420388,Tennessee,3,0,3
10992,2014-03-28,120027,North Carolina,2,1,3
142880,2016-08-25,639002,Arizona,2,1,3
91733,2015-09-26,420443,Texas,1,2,3
64392,2015-04-06,318689,Virginia,0,3,3
177679,2017-03-23,801226,Florida,0,3,3
142877,2016-08-25,638723,Illinois,0,3,3
91834,2015-09-26,420801,District of Columbia,2,1,3
20008,2014-06-03,142827,Virginia,0,3,3
227587,2018-01-12,1025949,Oklahoma,1,2,3
64377,2015-04-06,318527,New Jersey,1,2,3
177739,2017-03-23,801438,California,3,0,3
16917,2014-05-13,134749,California,0,3,3
64714,2015-04-08,320503,California,1,2,3
90801,2015-09-20,417927,California,0,3,3
64992,2015-04-10,322305,Maryland,3,0,3
176960,2017-03-19,797954,Illinois,0,3,3
235203,2018-03-02,1061246,Texas,1,2,3
91459,2015-09-24,421842,Arkansas,1,2,3
143187,2016-08-27,640136,Illinois,1,2,3
91616,2015-09-25,420284,Pennsylvania,2,1,3
1489,2014-01-09,94592,North Carolina,0,3,3
91621,2015-09-25,419951,Texas,1,2,3
143173,2016-08-27,640524,California,2,1,3
64966,2015-04-10,321189,North Carolina,0,3,3
177425,2017-03-21,799140,Louisiana,0,3,3
64928,2015-04-10,321689,Oregon,2,1,3
143161,2016-08-27,640038,Illinois,0,3,3
131297,2016-06-18,583204,Kentucky,3,0,3
177214,2017-03-20,799578,Missouri,2,1,3
91664,2015-09-25,419937,Tennessee,0,3,3
10969,2014-03-28,119692,Utah,1,2,3
230664,2018-01-31,1040466,Illinois,0,3,3
143061,2016-08-26,639762,Ohio,0,3,3
227577,2018-01-12,1027094,Ohio,0,3,3
7152,2014-02-23,110069,Colorado,3,0,3
91911,2015-09-27,420928,Ohio,1,2,3
227530,2018-01-11,1030301,Alabama,1,2,3
92053,2015-09-27,421110,New Jersey,1,2,3
64062,2015-04-04,317725,Missouri,1,2,3
64057,2015-04-04,317738,North Carolina,0,3,3
178119,2017-03-25,802841,Indiana,0,3,3
235163,2018-03-02,1061289,Georgia,0,3,3
178205,2017-03-26,803840,Louisiana,0,3,3
178211,2017-03-26,808057,Texas,1,2,3
92120,2015-09-28,422376,Pennsylvania,0,3,3
178240,2017-03-26,803339,Missouri,2,1,3
64271,2015-04-06,319170,Connecticut,0,3,3
178249,2017-03-26,803243,Illinois,1,2,3
142370,2016-08-22,635873,Texas,3,0,3
178294,2017-03-26,803582,New Jersey,0,3,3
92230,2015-09-29,423008,Georgia,0,3,3
142309,2016-08-22,636958,Wisconsin,0,3,3
178306,2017-03-26,803990,Maryland,1,2,3
235136,2018-03-02,1061770,Pennsylvania,2,1,3
178320,2017-03-26,803938,Connecticut,0,3,3
92051,2015-09-27,421830,Iowa,0,3,3
92043,2015-09-27,421867,Missouri,0,3,3
64088,2015-04-04,317989,Ohio,1,2,3
64116,2015-04-05,319455,Oklahoma,0,3,3
177892,2017-03-24,802484,California,1,2,3
91956,2015-09-27,420860,Illinois,0,3,3
20024,2014-06-03,143213,Texas,3,0,3
64225,2015-04-05,317951,Ohio,0,3,3
64210,2015-04-05,318056,Massachusetts,0,3,3
7137,2014-02-23,109775,California,0,3,3
64202,2015-04-05,318320,California,2,1,3
177964,2017-03-24,802875,Texas,0,3,3
177966,2017-03-24,802691,Kansas,0,3,3
227560,2018-01-11,1024687,New York,3,0,3
64200,2015-04-05,318805,North Carolina,1,2,3
142646,2016-08-24,638105,Kentucky,1,2,3
142633,2016-08-24,638116,Ohio,0,3,3
178009,2017-03-25,804395,Texas,2,1,3
237899,2018-03-20,1073488,Maryland,2,1,3
64169,2015-04-05,318433,New Jersey,1,2,3
64141,2015-04-05,318166,Wisconsin,2,1,3
235205,2018-03-02,1061369,Florida,3,0,3
91348,2015-09-23,419036,California,0,3,3
65169,2015-04-12,322253,Florida,1,2,3
90915,2015-09-20,416946,Alabama,0,3,3
175976,2017-03-12,792852,Oklahoma,2,1,3
143636,2016-08-29,642077,Wisconsin,1,2,3
7329,2014-02-24,109873,Alabama,0,3,3
19870,2014-06-02,143203,Texas,3,0,3
143627,2016-08-29,642534,North Carolina,0,3,3
176030,2017-03-12,794797,Minnesota,0,3,3
176032,2017-03-12,794393,Texas,0,3,3
7323,2014-02-24,109727,Alabama,0,3,3
176072,2017-03-12,792645,Illinois,2,1,3
1485,2014-01-09,95027,Florida,0,3,3
143614,2016-08-29,641978,Tennessee,0,3,3
90929,2015-09-21,417558,Ohio,0,3,3
176099,2017-03-13,794052,Louisiana,0,3,3
176104,2017-03-13,794942,Nebraska,0,3,3
65807,2015-04-16,324249,California,0,3,3
176164,2017-03-13,793224,California,3,0,3
176175,2017-03-13,794115,Illinois,3,0,3
176181,2017-03-13,793875,Nevada,1,2,3
143666,2016-08-29,641428,Pennsylvania,0,3,3
65953,2015-04-17,336091,Michigan,3,0,3
90891,2015-09-20,417333,Illinois,0,3,3
65976,2015-04-17,325874,Washington,2,1,3
143793,2016-08-30,643392,Wisconsin,1,2,3
175724,2017-03-10,791945,Illinois,2,1,3
143778,2016-08-30,643410,Minnesota,1,2,3
227716,2018-01-12,1025840,Kentucky,3,0,3
143749,2016-08-30,643209,Ohio,2,1,3
90850,2015-09-20,417496,California,0,3,3
175816,2017-03-11,792760,Arkansas,0,3,3
175827,2017-03-11,793060,Tennessee,1,2,3
175834,2017-03-11,792559,Ohio,1,2,3
7350,2014-02-24,109849,Minnesota,2,1,3
66064,2015-04-17,325757,Illinois,0,3,3
90855,2015-09-20,417659,Florida,0,3,3
7346,2014-02-24,111710,New York,3,0,3
175883,2017-03-11,792403,Pennsylvania,2,1,3
65987,2015-04-17,328695,Montana,0,3,3
19860,2014-06-02,142674,Oklahoma,1,2,3
175925,2017-03-11,792356,New York,0,3,3
90990,2015-09-21,418151,Indiana,1,2,3
143548,2016-08-29,643066,Connecticut,0,3,3
176868,2017-03-18,798043,California,0,3,3
65272,2015-04-12,322049,Alabama,3,0,3
143375,2016-08-28,641758,California,2,1,3
10926,2014-03-28,119646,New York,2,1,3
143365,2016-08-28,641199,Illinois,1,2,3
19922,2014-06-03,145365,Alabama,0,3,3
176713,2017-03-17,796442,Georgia,0,3,3
143351,2016-08-28,641871,New Mexico,3,0,3
65345,2015-04-13,323021,Georgia,3,0,3
65293,2015-04-12,329592,Florida,2,1,3
91245,2015-09-23,418872,Illinois,0,3,3
91059,2015-09-22,418464,Colorado,2,1,3
65249,2015-04-12,321981,Virginia,0,3,3
143291,2016-08-28,640611,Illinois,0,3,3
176816,2017-03-18,797388,Louisiana,3,0,3
19935,2014-06-03,149641,Michigan,0,3,3
65224,2015-04-12,322411,Tennessee,0,3,3
65205,2015-04-12,321863,Ohio,0,3,3
65196,2015-04-12,321927,Indiana,1,2,3
176854,2017-03-18,797119,Ohio,0,3,3
91197,2015-09-22,418484,Texas,3,0,3
65436,2015-04-13,322510,Louisiana,0,3,3
143412,2016-08-28,640590,Illinois,0,3,3
65461,2015-04-13,323357,Wisconsin,1,2,3
91068,2015-09-22,417710,North Carolina,1,2,3
176268,2017-03-14,794426,Tennessee,0,3,3
91084,2015-09-22,418386,South Carolina,2,1,3
91089,2015-09-22,418028,Alabama,2,1,3
230626,2018-01-30,1039600,Maryland,1,2,3
